Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_observed[1]	extinction_observed[2]	global_extinction	global_net_pop_formation	global_pop_formation	global_spCompletion	global_trans_rate	net_pop_formation_rate[1]	net_pop_formation_rate[2]	net_pop_formation_rate[3]	net_pop_formation_rate[4]	net_pop_formation_rate_observed[1]	net_pop_formation_rate_observed[2]	pop_formation[1]	pop_formation[2]	pop_formation[3]	pop_formation[4]	pop_formation_hidden[1]	pop_formation_hidden[2]	pop_formation_observed[1]	pop_formation_observed[2]	R[1]	R[2]	spCompletion[1]	spCompletion[2]	spCompletion[3]	spCompletion[4]	spCompletion_hidden[1]	spCompletion_hidden[2]	spCompletion_observed[1]	spCompletion_observed[2]	spCompletion_relative[1]	spCompletion_relative[2]	transition_rates[1]	transition_rates[2]
54	-617.108	-532.1011	-85.00699	7.13019	7.13019	11.1491	11.1491	0.39007	0.60993	18.2793	18.2793	36.55853	10.96605	47.52458	1.706431	0.3175755	0.513965	0.513965	4.96906	4.96906	5.48302	5.48302	7.64416	7.64416	16.1181	16.1181	0.321693	0.678307	23.7623	23.7623	0.00979427	0.00979427	0.426608	0.426608	0.426608	0.426608	0.5	0.5	0.853215	0.853215	0.5	0.5	0.274355	0.0432207
55	-607.4062	-530.6802	-76.72604	5.64038	5.64038	8.81954	8.81954	0.39007	0.60993	14.4599	14.4599	28.91984	8.674758	37.5946	1.30921	0.3175755	0.259939	0.553211	3.62161	4.23999	3.88155	4.7932	5.90032	6.19359	12.4412	13.0595	0.321693	0.678307	18.3415	19.2531	0.00979427	0.00979427	0.327303	0.327303	0.327303	0.327303	0.5	0.5	0.654605	0.654605	0.5	0.5	0.274355	0.0432207
56	-614.0855	-532.6518	-81.43371	4.81781	4.81781	8.90307	8.90307	0.35113	0.64887	13.7209	13.7209	27.44177	8.231397	35.67316	1.44883	0.3071076	0.780943	1.05923	2.90223	3.489	3.68317	4.54823	5.59876	5.87704	11.8053	12.3921	0.321693	0.678307	17.4041	18.2691	0.00768324	0.00768324	0.447531	0.276884	0.447531	0.276884	0.5	0.5	0.895063	0.553767	0.617783	0.382217	0.265312	0.0417961
57	-618.9209	-528.8665	-90.05441	7.81717	7.81717	12.0655	12.0655	0.393166	0.606834	19.8826	19.8826	39.76529	11.92795	51.69324	1.669426	0.3369286	0.295869	0.699122	5.04134	5.89162	5.3372	6.59074	8.11304	8.5163	17.1068	17.9571	0.321693	0.678307	25.2199	26.4734	0.0084531	0.0084531	0.417357	0.417357	0.417357	0.417357	0.5	0.5	0.834713	0.834713	0.5	0.5	0.291074	0.0458546
58	-624.5543	-531.1701	-93.38415	7.51315	7.51315	11.5962	11.5962	0.393166	0.606834	19.1094	19.1094	38.21873	11.46404	49.68277	1.669426	0.3369286	0.478147	0.478147	5.25387	5.25387	5.73202	5.73202	7.99129	7.99129	16.8501	16.8501	0.321693	0.678307	24.8414	24.8414	0.00810889	0.00810889	0.417357	0.417357	0.417357	0.417357	0.5	0.5	0.834713	0.834713	0.5	0.5	0.291074	0.0458546
59	-608.0038	-528.1632	-79.84057	7.51315	7.51315	11.5962	11.5962	0.393166	0.606834	19.1094	19.1094	38.21873	11.46404	49.68277	1.283588	0.3954733	0.242486	0.242486	5.48953	5.48953	5.73202	5.73202	7.75563	7.75563	17.0858	17.0858	0.312206	0.687794	24.8414	24.8414	0.00810889	0.00810889	0.320897	0.320897	0.320897	0.320897	0.5	0.5	0.641794	0.641794	0.5	0.5	0.341651	0.0538223
60	-609.7651	-528.8112	-80.95397	6.78075	6.78075	10.4658	10.4658	0.393166	0.606834	17.2465	17.2465	34.49309	10.3465	44.83959	1.283588	0.3954733	0.218848	0.218848	4.9544	4.9544	5.17325	5.17325	6.9996	6.9996	15.4202	15.4202	0.312206	0.687794	22.4198	22.4198	0.0101868	0.0101868	0.320897	0.320897	0.320897	0.320897	0.5	0.5	0.641794	0.641794	0.5	0.5	0.341651	0.0538223
61	-607.28	-521.6681	-85.61192	6.78075	6.78075	10.4658	10.4658	0.393166	0.606834	17.2465	17.2465	34.49309	10.3465	44.83959	0.8764327	0.479881	0.218848	0.218848	4.9544	4.9544	5.17325	5.17325	6.9996	6.9996	15.4202	15.4202	0.312206	0.687794	22.4198	22.4198	0.00891375	0.00891375	0.186798	0.186798	0.251418	0.251418	0.426269	0.573731	0.438216	0.438216	0.5	0.5	0.414571	0.0653098
62	-605.5495	-526.0515	-79.49797	6.78075	6.78075	10.4658	10.4658	0.393166	0.606834	17.2465	17.2465	34.49309	10.3465	44.83959	0.9986472	0.3721963	0.218848	0.218848	4.9544	4.9544	5.17325	5.17325	6.9996	6.9996	15.4202	15.4202	0.312206	0.687794	22.4198	22.4198	0.00891375	0.00891375	0.249662	0.249662	0.249662	0.249662	0.5	0.5	0.499324	0.499324	0.5	0.5	0.321542	0.0506544
63	-609.0107	-525.5801	-83.43061	6.78075	6.78075	10.4658	10.4658	0.393166	0.606834	17.2465	17.2465	34.49309	10.3465	44.83959	0.9986472	0.3721963	0.218848	0.218848	4.9544	4.9544	5.17325	5.17325	6.9996	6.9996	15.4202	15.4202	0.312206	0.687794	22.4198	22.4198	0.00891375	0.00891375	0.249662	0.249662	0.249662	0.249662	0.5	0.5	0.499324	0.499324	0.5	0.5	0.321542	0.0506544
64	-605.279	-528.0079	-77.27108	6.78075	6.78075	10.4658	10.4658	0.393166	0.606834	17.2465	17.2465	34.49309	10.3465	44.83959	1.045281	0.3044823	0.218848	0.218848	4.9544	4.9544	5.17325	5.17325	6.9996	6.9996	15.4202	15.4202	0.312206	0.687794	22.4198	22.4198	0.00891375	0.00891375	0.26132	0.26132	0.26132	0.26132	0.5	0.5	0.522641	0.522641	0.5	0.5	0.263043	0.0414388
65	-621.4512	-532.9793	-88.47192	6.78075	6.78075	10.4658	10.4658	0.393166	0.606834	17.2465	17.2465	34.49309	10.3465	44.83959	1.457793	0.3044823	0.218848	0.218848	4.9544	4.9544	5.17325	5.17325	6.9996	6.9996	15.4202	15.4202	0.312206	0.687794	22.4198	22.4198	0.00891375	0.00891375	0.364448	0.364448	0.364448	0.364448	0.5	0.5	0.728896	0.728896	0.5	0.5	0.263043	0.0414388
66	-607.737	-523.9361	-83.80089	6.37287	6.37287	9.83624	9.83624	0.393166	0.606834	16.2091	16.2091	32.41822	10.3465	42.76472	1.088422	0.4389134	0.302838	0.302838	4.87041	4.87041	5.17325	5.17325	6.6757	6.6757	14.7067	14.7067	0.312206	0.687794	21.3824	21.3824	0.00973911	0.00973911	0.26512	0.26512	0.279091	0.279091	0.487164	0.512836	0.544211	0.544211	0.5	0.5	0.379179	0.0597343
67	-609.2054	-524.8474	-84.35808	6.37287	6.37287	9.83624	9.83624	0.393166	0.606834	16.2091	16.2091	32.41822	10.3465	42.76472	1.32361	0.4506996	0.302838	0.302838	4.87041	4.87041	5.17325	5.17325	6.6757	6.6757	14.7067	14.7067	0.312206	0.687794	21.3824	21.3824	0.0100836	0.0100836	0.330903	0.330903	0.330903	0.330903	0.5	0.5	0.661805	0.661805	0.5	0.5	0.389361	0.0613383
68	-611.0199	-526.8834	-84.13647	6.37287	6.37287	9.83624	9.83624	0.393166	0.606834	16.2091	16.2091	32.41822	10.3465	42.76472	1.32361	0.4506996	0.302838	0.302838	4.87041	4.87041	5.17325	5.17325	6.6757	6.6757	14.7067	14.7067	0.312206	0.687794	21.3824	21.3824	0.0125349	0.0125349	0.213371	0.448434	0.213371	0.448434	0.5	0.5	0.426743	0.896867	0.322408	0.677592	0.389361	0.0613383
69	-616.8401	-529.6809	-87.1593	6.19463	6.5511	9.56114	10.1113	0.393166	0.606834	15.7558	16.6624	32.41822	10.3465	42.76472	1.32361	0.4506996	0.422544	0.183132	5.01657	4.72426	5.43911	4.90739	6.61717	6.73424	14.5777	14.8356	0.312206	0.687794	21.1949	21.5698	0.0125349	0.0125349	0.134719	0.283134	0.292023	0.613733	0.315692	0.684308	0.426743	0.896867	0.322408	0.677592	0.389361	0.0613383
70	-622.248	-525.7229	-96.52513	6.44285	6.44285	9.83365	9.83365	0.395838	0.604162	16.2765	16.2765	32.55301	10.3465	42.89951	1.085702	0.4506996	0.253892	0.253892	4.91936	4.91936	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.0121162	0.0121162	0.17502	0.367831	0.17502	0.367831	0.5	0.5	0.350039	0.735663	0.322408	0.677592	0.389361	0.0613383
71	-625.6711	-524.6668	-101.0042	6.52257	6.52257	9.75393	9.75393	0.400736	0.599264	16.2765	16.2765	32.55301	10.3465	42.89951	1.435489	0.4506996	0.174171	0.174171	4.99908	4.99908	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.0121162	0.0121162	0.240075	0.477669	0.240075	0.477669	0.5	0.5	0.48015	0.955338	0.334486	0.665514	0.319222	0.131477
72	-616.9564	-526.86	-90.09642	6.52257	6.52257	9.75393	9.75393	0.400736	0.599264	16.2765	16.2765	32.55301	10.3465	42.89951	2.217189	0.4506996	0.174171	0.174171	4.99908	4.99908	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.0121162	0.0121162	0.457023	0.457023	0.651572	0.651572	0.412254	0.587746	1.10859	1.10859	0.5	0.5	0.319222	0.131477
73	-621.3309	-526.5599	-94.771	6.09849	6.09849	10.178	10.178	0.37468	0.62532	16.2765	16.2765	32.55301	10.3465	42.89951	2.217189	0.4506996	0.598257	0.598257	4.57499	4.57499	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.0121162	0.0121162	0.507808	0.507808	0.600786	0.600786	0.458065	0.541935	1.10859	1.10859	0.5	0.5	0.319222	0.131477
74	-626.4959	-529.6209	-96.875	6.09849	6.09849	10.178	10.178	0.37468	0.62532	16.2765	16.2765	32.55301	10.3465	42.89951	2.217189	0.4506996	0.598257	0.598257	4.57499	4.57499	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.0121162	0.0121162	0.423489	0.685106	0.423489	0.685106	0.5	0.5	0.846977	1.37021	0.382005	0.617995	0.319222	0.131477
75	-625.2053	-529.5638	-95.64146	6.29865	6.29865	9.97785	9.97785	0.386978	0.613022	16.2765	16.2765	32.55301	10.3465	42.89951	1.870211	0.4506996	0.398095	0.398095	4.77516	4.77516	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.013713	0.013713	0.467553	0.467553	0.467553	0.467553	0.5	0.5	0.935105	0.935105	0.5	0.5	0.319222	0.131477
76	-620.2534	-526.3896	-93.8638	6.29865	6.29865	9.97785	9.97785	0.386978	0.613022	16.2765	16.2765	32.55301	10.3465	42.89951	1.870211	0.4506996	0.398095	0.398095	4.77516	4.77516	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.0140375	0.0140375	0.467553	0.467553	0.467553	0.467553	0.5	0.5	0.935105	0.935105	0.5	0.5	0.319222	0.131477
77	-619.4414	-529.5545	-89.88691	6.29865	6.29865	9.97785	9.97785	0.386978	0.613022	16.2765	16.2765	32.55301	10.3465	42.89951	1.870211	0.4506996	0.398095	0.398095	4.77516	4.77516	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.0112279	0.0112279	0.467553	0.467553	0.467553	0.467553	0.5	0.5	0.935105	0.935105	0.5	0.5	0.319222	0.131477
78	-606.3524	-521.4797	-84.87267	6.11274	6.11274	10.1638	10.1638	0.375556	0.624444	16.2765	16.2765	32.55301	10.3465	42.89951	1.685373	0.4506996	0.584005	0.584005	4.58925	4.58925	5.17325	5.17325	6.69675	6.69675	14.753	14.753	0.312206	0.687794	21.4498	21.4498	0.0112279	0.0112279	0.497454	0.345232	0.497454	0.345232	0.5	0.5	0.994909	0.690464	0.59032	0.40968	0.319222	0.131477
79	-610.9182	-527.2507	-83.66758	5.91835	5.91835	9.84055	9.84055	0.375556	0.624444	15.7589	15.7589	31.5178	10.01748	41.53528	1.685373	0.3184215	0.565433	0.565433	4.4433	4.4433	5.00874	5.00874	6.48378	6.48378	14.2839	14.2839	0.312206	0.687794	20.7676	20.7676	0.0112279	0.0112279	0.421343	0.421343	0.421343	0.421343	0.5	0.5	0.842686	0.842686	0.5	0.5	0.225532	0.0928893
80	-616.2452	-529.0169	-87.22823	5.91835	5.91835	9.84055	9.84055	0.375556	0.624444	15.7589	15.7589	31.5178	10.01748	41.53528	1.685373	0.3569116	0.565433	0.565433	4.4433	4.4433	5.00874	5.00874	6.48378	6.48378	14.2839	14.2839	0.312206	0.687794	20.7676	20.7676	0.0112279	0.0112279	0.421343	0.421343	0.421343	0.421343	0.5	0.5	0.842686	0.842686	0.5	0.5	0.252794	0.104118
81	-617.704	-533.591	-84.11295	5.91835	5.91835	9.84055	9.84055	0.375556	0.624444	15.7589	15.7589	31.5178	10.01748	41.53528	1.685373	0.3569116	0.565433	0.565433	4.4433	4.4433	5.00874	5.00874	6.48378	6.48378	14.2839	14.2839	0.312206	0.687794	20.7676	20.7676	0.0112279	0.0112279	0.34082	0.501866	0.34082	0.501866	0.5	0.5	0.68164	1.00373	0.404445	0.595555	0.252794	0.104118
82	-620.6234	-526.5653	-94.05816	6.14984	6.14984	10.2255	10.2255	0.375556	0.624444	16.3753	16.3753	32.75058	10.4093	43.15988	1.685373	0.467034	0.58755	0.58755	4.6171	4.6171	5.20465	5.20465	6.73739	6.73739	14.8426	14.8426	0.312206	0.687794	21.5799	21.5799	0.00892718	0.00892718	0.34082	0.501866	0.34082	0.501866	0.5	0.5	0.68164	1.00373	0.404445	0.595555	0.317848	0.149186
83	-620.2661	-527.6139	-92.65218	5.76349	5.76349	9.7764	9.7764	0.370884	0.629116	15.5399	15.5399	31.07978	9.878259	40.95804	1.685373	0.467034	0.630182	0.630182	4.30895	4.30895	4.93913	4.93913	6.39368	6.39368	14.0853	14.0853	0.312206	0.687794	20.479	20.479	0.00892718	0.00892718	0.180444	0.327042	0.418814	0.759073	0.301112	0.698888	0.599258	1.08611	0.355564	0.644436	0.317848	0.149186
84	-607.7585	-529.5675	-78.19097	5.85025	5.85025	9.68964	9.68964	0.376467	0.623533	15.5399	15.5399	31.07978	9.878259	40.95804	1.25201	0.313457	0.543426	0.543426	4.3957	4.3957	4.93913	4.93913	6.39368	6.39368	14.0853	14.0853	0.312206	0.687794	20.479	20.479	0.0101652	0.0101652	0.222585	0.40342	0.222585	0.40342	0.5	0.5	0.44517	0.80684	0.355564	0.644436	0.26217	0.0512868
85	-608.9962	-529.4681	-79.52814	5.97837	5.97837	9.90185	9.90185	0.376467	0.623533	15.8802	15.8802	31.76045	9.878259	41.6387	1.25201	0.313457	0.521556	0.521556	4.41757	4.41757	4.93913	4.93913	6.49993	6.49993	14.3194	14.3194	0.312206	0.687794	20.8194	20.8194	0.0117135	0.0117135	0.222585	0.40342	0.222585	0.40342	0.5	0.5	0.44517	0.80684	0.355564	0.644436	0.26217	0.0512868
86	-605.6326	-527.3938	-78.23876	5.97837	5.97837	9.90185	9.90185	0.376467	0.623533	15.8802	15.8802	31.76045	9.878259	41.6387	1.25201	0.5245965	0.521556	0.521556	4.41757	4.41757	4.93913	4.93913	6.49993	6.49993	14.3194	14.3194	0.312206	0.687794	20.8194	20.8194	0.015982	0.015982	0.313003	0.313003	0.313003	0.313003	0.5	0.5	0.626005	0.626005	0.5	0.5	0.495665	0.0289316
87	-612.2568	-527.3773	-84.87946	5.97837	5.97837	9.90185	9.90185	0.376467	0.623533	15.8802	15.8802	31.76045	9.878259	41.6387	0.8780452	0.5245965	0.521556	0.521556	4.41757	4.41757	4.93913	4.93913	6.49993	6.49993	14.3194	14.3194	0.312206	0.687794	20.8194	20.8194	0.0163748	0.0163748	0.127257	0.311766	0.127257	0.311766	0.5	0.5	0.254514	0.623531	0.289864	0.710136	0.495665	0.0289316
88	-618.0399	-528.8564	-89.18346	5.97837	5.97837	9.90185	9.90185	0.376467	0.623533	15.8802	15.8802	31.76045	9.878259	41.6387	0.8780452	0.5245965	0.478625	0.478625	4.4605	4.4605	4.93913	4.93913	6.457	6.457	14.3624	14.3624	0.310144	0.689856	20.8194	20.8194	0.0136894	0.0136894	0.219511	0.219511	0.219511	0.219511	0.5	0.5	0.439023	0.439023	0.5	0.5	0.495665	0.0289316
89	-625.0146	-532.3104	-92.7042	5.59015	5.59015	10.2901	10.2901	0.35202	0.64798	15.8802	15.8802	31.76045	9.878259	41.6387	0.8780452	0.530359	0.866848	0.866848	4.07228	4.07228	4.93913	4.93913	6.457	6.457	14.3624	14.3624	0.310144	0.689856	20.8194	20.8194	0.0189364	0.0189364	0.219511	0.219511	0.219511	0.219511	0.5	0.5	0.439023	0.439023	0.5	0.5	0.50111	0.0292494
90	-622.0355	-526.8538	-95.18169	6.22322	6.22322	9.657	9.657	0.391885	0.608115	15.8802	15.8802	31.76045	9.878259	41.6387	0.8780452	0.5601258	0.233777	0.233777	4.70535	4.70535	4.93913	4.93913	6.457	6.457	14.3624	14.3624	0.310144	0.689856	20.8194	20.8194	0.0189364	0.0189364	0.137625	0.301398	0.137625	0.301398	0.5	0.5	0.27525	0.602795	0.313481	0.686519	0.529235	0.0308911
91	-614.7908	-529.2987	-85.49207	7.04392	7.04392	10.9305	10.9305	0.391885	0.608115	17.9745	17.9745	35.9489	11.18097	47.12987	0.8780452	0.5601258	0.931825	0.593309	5.16959	4.48625	6.10141	5.07956	7.97574	7.63723	16.1001	15.4168	0.331275	0.668725	24.0759	23.054	0.0159001	0.0159001	0.137625	0.301398	0.137625	0.301398	0.5	0.5	0.27525	0.602795	0.313481	0.686519	0.529235	0.0308911
92	-606.7272	-524.4499	-82.27727	7.04392	7.04392	10.9305	10.9305	0.391885	0.608115	17.9745	17.9745	35.9489	11.18097	47.12987	0.5382071	0.6105482	0.826409	0.826409	4.76407	4.76407	5.59048	5.59048	7.87033	7.87033	15.6946	15.6946	0.333985	0.666015	23.5649	23.5649	0.0156401	0.0156401	0.0843588	0.184745	0.0843588	0.184745	0.5	0.5	0.168718	0.36949	0.313481	0.686519	0.576876	0.0336719
93	-612.1029	-529.2206	-82.88225	4.72676	4.72676	6.747	6.747	0.411963	0.588037	11.4738	11.4738	22.94752	9.609313	32.55683	0.8277782	0.6105482	0.709981	0.709981	4.09468	4.09468	4.80466	4.80466	5.43674	5.43674	10.8417	10.8417	0.333985	0.666015	16.2784	16.2784	0.0156401	0.0156401	0.129746	0.284143	0.129746	0.284143	0.5	0.5	0.259492	0.568286	0.313481	0.686519	0.576876	0.0336719
94	-618.3094	-529.5949	-88.7145	7.10135	7.10135	10.5159	10.5159	0.403091	0.596909	17.6172	17.6172	35.23446	9.609313	44.84378	1.236796	0.5372663	0.132712	0.132712	4.67194	4.67194	4.80466	4.80466	7.23406	7.23406	15.1878	15.1878	0.322634	0.677366	22.4219	22.4219	0.0171671	0.0171671	0.193856	0.424542	0.193856	0.424542	0.5	0.5	0.387712	0.849084	0.313481	0.686519	0.45978	0.0774864
95	-620.4199	-533.9231	-86.49689	6.5999	6.5999	11.0173	11.0173	0.374627	0.625373	17.6172	17.6172	35.23446	9.609313	44.84378	1.236796	0.4605136	0.634165	0.634165	4.17049	4.17049	4.80466	4.80466	7.23406	7.23406	15.1878	15.1878	0.322634	0.677366	22.4219	22.4219	0.0171671	0.0171671	0.128589	0.489809	0.128589	0.489809	0.5	0.5	0.257178	0.979618	0.207939	0.792061	0.394097	0.0664168
96	-608.401	-529.6037	-78.79727	6.5999	6.5999	11.0173	11.0173	0.374627	0.625373	17.6172	17.6172	35.23446	9.609313	44.84378	1.082315	0.4651781	0.634165	0.634165	4.17049	4.17049	4.80466	4.80466	7.23406	7.23406	15.1878	15.1878	0.322634	0.677366	22.4219	22.4219	0.0172576	0.0172576	0.112528	0.42863	0.112528	0.42863	0.5	0.5	0.225056	0.857259	0.207939	0.792061	0.398089	0.0670896
97	-617.5343	-530.3771	-87.15713	6.17745	6.17745	11.4398	11.4398	0.350648	0.649352	17.6172	17.6172	35.23446	9.609313	44.84378	0.788017	0.4712703	1.05661	1.05661	3.74805	3.74805	4.80466	4.80466	7.23406	7.23406	15.1878	15.1878	0.322634	0.677366	22.4219	22.4219	0.0179807	0.0179807	0.0819298	0.312079	0.0819298	0.312079	0.5	0.5	0.16386	0.624157	0.207939	0.792061	0.403302	0.0679682
98	-609.4229	-530.4713	-78.95153	6.17745	6.17745	11.4398	11.4398	0.350648	0.649352	17.6172	17.6172	35.23446	9.609313	44.84378	0.788017	0.4712703	1.05661	1.05661	3.74805	3.74805	4.80466	4.80466	7.23406	7.23406	15.1878	15.1878	0.322634	0.677366	22.4219	22.4219	0.01209	0.01209	0.0819298	0.312079	0.0819298	0.312079	0.5	0.5	0.16386	0.624157	0.207939	0.792061	0.403302	0.0679682
99	-604.7683	-525.0754	-79.69291	6.74255	6.74255	10.8747	10.8747	0.382725	0.617275	17.6172	17.6172	35.23446	9.609313	44.84378	0.788017	0.4712703	0.491509	0.491509	4.31315	4.31315	4.80466	4.80466	7.23406	7.23406	15.1878	15.1878	0.322634	0.677366	22.4219	22.4219	0.0127555	0.0127555	0.0819298	0.312079	0.0819298	0.312079	0.5	0.5	0.16386	0.624157	0.207939	0.792061	0.364209	0.107062
100	-617.0438	-523.9414	-93.1024	6.74255	6.74255	10.8747	10.8747	0.382725	0.617275	17.6172	17.6172	35.23446	9.609313	44.84378	1.024591	0.6982946	0.491509	0.491509	4.31315	4.31315	4.80466	4.80466	7.23406	7.23406	15.1878	15.1878	0.322634	0.677366	22.4219	22.4219	0.00988206	0.00988206	0.106526	0.405769	0.106526	0.405769	0.5	0.5	0.213053	0.811538	0.207939	0.792061	0.539658	0.158636
