Iteration	Posterior	Likelihood	Prior	SpeciationComplRate	stateSpecificRates[1]	stateSpecificRates[2]
233200	-290.5317	-212.1687	-78.363	0.1478302	0.0739151	0.0739151
233300	-273.2803	-206.1792	-67.10108	0.08438934	0.0421947	0.0421947
233400	-275.0444	-208.2178	-66.82653	0.1789493	0.0164403	0.162509
233500	-284.7828	-213.7397	-71.04307	0.01573361	0.0118991	0.00383448
233600	-278.2238	-206.7065	-71.51735	0.08169829	0.0477484	0.0339499
233700	-276.4098	-207.9638	-68.44601	0.1710875	0.0319957	0.139092
233800	-282.27	-208.5966	-73.67332	0.1852114	0.0926057	0.0926057
233900	-280.1633	-208.6186	-71.5447	0.1786187	0.0893094	0.0893094
234000	-273.6276	-206.8055	-66.82209	0.05728452	0.00679531	0.0504892
234100	-279.2445	-207.307	-71.93743	0.1288895	0.0748479	0.0540416
234200	-268.366	-207.5505	-60.81558	0.1063959	0.053198	0.053198
234300	-276.444	-206.5014	-69.94261	0.05186355	0.0305952	0.0212684
234400	-282.6493	-207.0152	-75.63411	0.08602161	0.062661	0.0233606
234500	-272.8346	-207.2533	-65.58125	0.1218625	0.0485371	0.0733254
234600	-286.5716	-206.3684	-80.2032	0.0912379	0.045619	0.045619
234700	-275.6516	-207.3479	-68.30367	0.07160049	0.0680937	0.00350676
234800	-283.697	-212.9974	-70.6996	0.2463851	0.00933094	0.237054
234900	-283.3674	-211.9932	-71.37412	0.2599492	0.129975	0.129975
235000	-282.1946	-206.5931	-75.6015	0.1018353	0.0509176	0.0509176
235100	-280.9147	-206.4085	-74.50615	0.0959153	0.0479576	0.0479576
235200	-280.878	-207.6008	-73.27721	0.1398604	0.108438	0.0314221
235300	-284.42	-211.3167	-73.10333	0.2058089	0.0732961	0.132513
235400	-286.2622	-209.994	-76.26825	0.2568426	0.128421	0.128421
235500	-277.7746	-208.2785	-69.49614	0.1603937	0.00747821	0.152915
235600	-282.7169	-206.976	-75.74095	0.09397911	0.0469896	0.0469896
235700	-282.7758	-211.6073	-71.16854	0.1249264	0.0566969	0.0682295
235800	-286.7104	-209.0559	-77.65453	0.06691807	0.033459	0.033459
235900	-283.4227	-207.9113	-75.51143	0.1686076	0.0843038	0.0843038
236000	-273.2959	-207.463	-65.83294	0.1346816	0.027049	0.107633
236100	-280.7163	-209.3261	-71.39021	0.2443003	0.00525379	0.239046
236200	-286.8489	-211.194	-75.65497	0.08317577	0.0827502	0.000425547
236300	-292.8608	-221.4578	-71.40297	0.2932786	0.0914144	0.201864
236400	-281.2174	-207.8964	-73.32097	0.1158765	0.040834	0.0750425
236500	-275.551	-207.3563	-68.19463	0.1236443	0.122299	0.00134545
236600	-273.4599	-206.3361	-67.12376	0.08560094	0.0428005	0.0428005
236700	-286.3781	-206.2813	-80.09679	0.05521194	0.0334002	0.0218118
236800	-289.8473	-211.9197	-77.92758	0.3375661	0.117952	0.219614
236900	-280.3488	-212.7751	-67.57371	0.1187838	0.0629443	0.0558395
237000	-275.4981	-206.4119	-69.08628	0.07160529	0.0106674	0.0609379
237100	-269.4362	-207.1867	-62.24943	0.09959336	0.0497967	0.0497967
237200	-281.2931	-206.4607	-74.83247	0.06860749	0.0343037	0.0343037
237300	-282.4436	-207.9477	-74.49585	0.1124351	0.100257	0.0121779
237400	-283.4428	-208.2204	-75.22236	0.1504684	0.144319	0.00614974
237500	-281.3688	-209.1678	-72.20107	0.2244178	0.112209	0.112209
237600	-278.6427	-207.3141	-71.32858	0.1241665	0.0620833	0.0620833
237700	-280.5416	-207.0415	-73.50008	0.1103873	0.0322164	0.0781709
237800	-281.0606	-207.7062	-73.35443	0.09317298	0.0588642	0.0343088
237900	-276.7464	-207.5696	-69.1768	0.1098173	0.0493129	0.0605043
238000	-276.0469	-208.1113	-67.93553	0.1362561	0.068128	0.068128
238100	-283.1519	-208.3857	-74.76619	0.121467	0.0607335	0.0607335
238200	-273.9803	-206.325	-67.65532	0.08016748	0.032665	0.0475024
238300	-278.5912	-206.0174	-72.57381	0.05872405	0.029362	0.029362
238400	-281.9839	-206.0956	-75.88835	0.08978204	0.0028382	0.0869438
238500	-283.764	-207.0831	-76.68091	0.09553129	0.0245963	0.070935
238600	-272.9881	-206.583	-66.40517	0.0881602	0.0440801	0.0440801
238700	-273.5965	-209.1754	-64.42104	0.1635481	0.0817741	0.0817741
238800	-278.1663	-207.3217	-70.84455	0.02078081	0.000597386	0.0201834
238900	-279.5902	-208.8357	-70.75451	0.158557	0.0792785	0.0792785
239000	-285.5453	-214.9652	-70.58012	0.08971257	0.0448563	0.0448563
239100	-275.6467	-205.9226	-69.72404	0.06873214	0.0278138	0.0409183
239200	-289.8315	-214.6802	-75.15138	0.2330486	0.0207162	0.212332
239300	-287.4914	-220.6622	-66.82921	0.08617973	0.0539731	0.0322067
239400	-279.5226	-207.8757	-71.64683	0.149814	0.0555865	0.0942275
239500	-291.0825	-206.1295	-84.95301	0.07590425	0.0379521	0.0379521
239600	-290.7531	-208.0349	-82.71821	0.1649431	0.110999	0.0539443
239700	-281.71	-209.4302	-72.27982	0.2137367	0.148133	0.065604
239800	-279.4678	-211.5045	-67.96327	0.1448718	0.0283127	0.116559
239900	-284.7505	-212.8218	-71.92866	0.05706862	0.0262527	0.0308159
240000	-289.7052	-216.751	-72.95417	0.2062216	0.103111	0.103111
240100	-272.4184	-207.6034	-64.81495	0.1285724	0.0642862	0.0642862
240200	-280.4001	-206.1826	-74.21743	0.04670929	0.0109882	0.0357211
240300	-275.7165	-206.0189	-69.69759	0.05608478	0.0280424	0.0280424
240400	-282.7742	-208.0317	-74.74252	0.1007404	0.0503702	0.0503702
240500	-278.2036	-208.8476	-69.35602	0.1625339	0.122042	0.0404921
240600	-278.4974	-207.0414	-71.45592	0.1081684	0.0540842	0.0540842
240700	-284.9534	-206.3917	-78.56177	0.08921594	0.044608	0.044608
240800	-272.0853	-206.4745	-65.61082	0.06459296	0.0109694	0.0536235
240900	-289.5469	-206.0469	-83.50003	0.05342918	0.0518809	0.00154824
241000	-277.984	-207.734	-70.25006	0.1479818	0.0165492	0.131433
241100	-274.5554	-209.259	-65.29638	0.1919043	0.0959521	0.0959521
241200	-271.4608	-207.1192	-64.34161	0.1189277	0.0196785	0.0992492
241300	-271.9123	-206.673	-65.23927	0.06729333	0.0448861	0.0224072
241400	-284.0207	-216.319	-67.70173	0.2002973	0.0611881	0.139109
241500	-283.8901	-209.337	-74.55317	0.1885718	0.0942859	0.0942859
241600	-283.4405	-213.6092	-69.83125	0.1541801	0.0942425	0.0599376
241700	-274.2874	-205.2953	-68.99211	0.03302316	0.00131269	0.0317105
241800	-292.2471	-206.9176	-85.32943	0.1100568	0.0550284	0.0550284
241900	-274.3301	-214.1651	-60.16503	0.08044746	0.0195265	0.060921
242000	-277.9646	-208.8337	-69.13089	0.08755054	0.0437753	0.0437753
242100	-286.0759	-209.0443	-77.03164	0.1785448	0.043817	0.134728
242200	-277.6217	-208.1841	-69.43765	0.1185291	0.0585113	0.0600179
242300	-280.3931	-210.2823	-70.11088	0.2382756	0.119138	0.119138
242400	-283.8035	-209.2402	-74.56332	0.2232484	0.0514466	0.171802
242500	-275.8054	-208.1013	-67.70411	0.1067983	0.0100957	0.0967026
242600	-284.1896	-208.252	-75.93764	0.1642136	0.142312	0.0219015
242700	-286.9527	-209.7698	-77.18294	0.260456	0.0792434	0.181213
242800	-284.719	-209.5178	-75.20121	0.2382174	0.0945215	0.143696
242900	-279.7595	-207.101	-72.65841	0.05849841	0.0550638	0.00343456
243000	-293.0815	-209.0628	-84.0187	0.2019831	0.100992	0.100992
243100	-280.8127	-208.1488	-72.66393	0.11796	0.0548834	0.0630766
243200	-300.3006	-218.1028	-82.19773	0.105346	0.0860327	0.0193133
243300	-272.4661	-208.1861	-64.28007	0.15612	0.152666	0.00345351
243400	-277.4829	-209.263	-68.2199	0.0672515	0.0208754	0.0463761
243500	-281.1788	-211.2606	-69.91826	0.09347311	0.0803723	0.0131008
243600	-295.728	-214.2364	-81.49155	0.2884833	0.144242	0.144242
243700	-276.8306	-205.9029	-70.9277	0.07879237	0.00932208	0.0694703
243800	-268.5305	-206.5953	-61.93514	0.08689901	0.0476149	0.0392841
243900	-287.4679	-208.1141	-79.35381	0.1585197	0.0895966	0.0689231
244000	-274.8263	-205.9683	-68.85797	0.05495961	0.00982011	0.0451395
244100	-291.4459	-208.366	-83.07996	0.1656448	0.0348523	0.130793
244200	-280.3764	-206.5335	-73.84295	0.07697442	0.0623914	0.014583
244300	-280.1386	-206.9928	-73.14584	0.0947275	0.0140028	0.0807247
244400	-280.156	-209.3124	-70.84368	0.2217241	0.110862	0.110862
244500	-279.4669	-207.6116	-71.8553	0.07988313	0.0535803	0.0263028
244600	-286.1594	-212.3	-73.8594	0.1703378	0.0851689	0.0851689
244700	-274.7819	-208.5971	-66.18476	0.1043125	0.0521563	0.0521563
244800	-281.4519	-210.4527	-70.99918	0.2818429	0.106479	0.175364
244900	-284.5587	-208.9972	-75.56146	0.2076978	0.103849	0.103849
245000	-284.4053	-214.6684	-69.73694	0.05821196	0.0487199	0.00949207
245100	-269.9407	-205.6643	-64.27646	0.06258704	0.000593276	0.0619938
245200	-281.1083	-205.9572	-75.15113	0.02116701	0.0105835	0.0105835
245300	-287.4102	-209.693	-77.71715	0.2292655	0.114633	0.114633
245400	-273.4565	-205.3591	-68.09745	0.03434655	0.0290412	0.0053054
245500	-269.7064	-207.3021	-62.4043	0.1014382	0.0507191	0.0507191
245600	-284.216	-207.2837	-76.93236	0.08116584	0.0126229	0.0685429
245700	-271.155	-206.8872	-64.26774	0.06114007	0.03057	0.03057
245800	-279.3366	-208.3111	-71.0255	0.1291785	0.11334	0.015839
245900	-278.4735	-206.6928	-71.78065	0.1088793	0.0544396	0.0544396
246000	-284.8008	-207.6623	-77.13843	0.09888662	0.0938044	0.00508226
246100	-281.1566	-210.0461	-71.11049	0.2107885	0.105394	0.105394
246200	-284.9093	-207.7825	-77.12675	0.09945081	0.0497254	0.0497254
246300	-282.2163	-209.1021	-73.11419	0.1267886	0.0633943	0.0633943
246400	-284.0427	-208.6234	-75.41931	0.07565714	0.0378286	0.0378286
246500	-272.0942	-207.9901	-64.10404	0.1775808	0.00811332	0.169467
246600	-286.2301	-210.9136	-75.31653	0.1966603	0.100996	0.095664
246700	-276.2362	-206.8662	-69.36999	0.09454735	0.0832423	0.011305
246800	-285.5566	-217.8904	-67.66621	0.1114352	0.000892578	0.110543
246900	-287.3186	-209.7871	-77.5315	0.2267775	0.113389	0.113389
247000	-275.52	-206.9079	-68.6121	0.09140406	0.0288495	0.0625545
247100	-275.7674	-207.3607	-68.40662	0.07775594	0.0506418	0.0271142
247200	-286.963	-205.9164	-81.04658	0.03501159	0.0226625	0.0123491
247300	-280.1473	-206.9579	-73.18934	0.1151007	0.100757	0.0143441
247400	-279.7725	-206.9602	-72.81229	0.0859058	0.0524365	0.0334693
247500	-273.8203	-207.0248	-66.79549	0.08703877	0.0163157	0.0707231
247600	-270.8544	-206.4011	-64.45331	0.05550099	0.0280942	0.0274068
247700	-274.5858	-206.0371	-68.54867	0.03372225	0.0191292	0.014593
247800	-283.894	-206.6169	-77.27713	0.09907311	0.0495366	0.0495366
247900	-285.36	-211.2393	-74.12069	0.1169567	0.0584784	0.0584784
248000	-298.3592	-216.2984	-82.06081	0.1262355	0.0880056	0.0382299
248100	-286.4198	-211.9651	-74.45473	0.04009614	0.00932919	0.0307669
248200	-278.0943	-208.2767	-69.81753	0.157547	0.0898014	0.0677455
248300	-279.1688	-205.7317	-73.43706	0.04454836	0.0190466	0.0255017
248400	-280.9329	-207.9203	-73.01268	0.1380842	0.0690421	0.0690421
248500	-278.995	-207.1943	-71.80068	0.05544518	0.0429186	0.0125266
248600	-276.3901	-206.5736	-69.81641	0.08081677	0.0404084	0.0404084
248700	-274.8381	-209.0942	-65.74392	0.1835103	0.0197837	0.163727
248800	-279.5664	-212.1662	-67.40019	0.1574208	0.0255357	0.131885
248900	-277.0603	-206.7845	-70.27579	0.07720677	0.00275569	0.0744511
249000	-277.2326	-207.3331	-69.89952	0.1256754	0.0628377	0.0628377
249100	-275.1057	-207.1148	-67.99088	0.115076	0.057538	0.057538
249200	-274.4034	-208.2986	-66.10478	0.167483	0.0837415	0.0837415
249300	-278.933	-213.1876	-65.74539	0.1991083	0.170581	0.0285273
249400	-305.203	-216.5234	-88.67954	0.05491607	0.0187528	0.0361633
249500	-278.4732	-208.7053	-69.76798	0.1995844	0.0647553	0.134829
249600	-278.1733	-208.3978	-69.7755	0.2118766	0.0360218	0.175855
249700	-274.7156	-206.4111	-68.30453	0.0952452	0.039934	0.0553112
249800	-281.1644	-207.8419	-73.32255	0.07417093	0.0370855	0.0370855
249900	-278.4389	-208.1774	-70.26159	0.1689537	0.0519617	0.116992
250000	-279.9218	-206.3699	-73.55191	0.04093091	0.0204655	0.0204655
250100	-288.0108	-218.3297	-69.68114	0.1343969	0.0838392	0.0505578
250200	-272.1376	-207.6392	-64.49841	0.08506806	0.0481476	0.0369204
250300	-274.8644	-208.1962	-66.6682	0.07309467	0.0365473	0.0365473
250400	-280.1826	-207.5883	-72.59438	0.1433005	0.0716502	0.0716502
250500	-279.676	-207.4832	-72.19279	0.148443	0.0742215	0.0742215
250600	-281.2289	-208.0735	-73.15533	0.1663031	0.0636017	0.102701
250700	-286.2814	-211.7437	-74.53773	0.2615209	0.13076	0.13076
250800	-276.9995	-209.7458	-67.25367	0.1868839	0.123583	0.0633011
250900	-271.8265	-206.6462	-65.1803	0.07297879	0.0364894	0.0364894
251000	-281.0579	-207.6576	-73.40033	0.144072	0.0429467	0.101125
251100	-279.5129	-211.9379	-67.57499	0.1530007	0.0753899	0.0776108
251200	-276.4735	-205.769	-70.70448	0.06912626	0.0345631	0.0345631
251300	-286.8325	-214.6274	-72.20517	0.08263758	0.0413188	0.0413188
251400	-279.3824	-206.4486	-72.93378	0.09701985	0.0485099	0.0485099
251500	-276.6178	-207.8336	-68.78428	0.1461879	0.00024775	0.14594
251600	-281.3151	-210.7549	-70.56016	0.2540611	0.127031	0.127031
251700	-279.832	-208.037	-71.795	0.1097886	0.0681413	0.0416473
251800	-284.8137	-216.7545	-68.05917	0.1569075	0.124516	0.0323911
251900	-279.7829	-207.7077	-72.0752	0.1636695	0.022945	0.140725
252000	-286.6224	-210.8973	-75.72509	0.2942215	0.147111	0.147111
252100	-282.4547	-209.4134	-73.04123	0.1769937	0.111825	0.0651687
252200	-277.7674	-207.7975	-69.96989	0.136876	0.0471767	0.0896992
252300	-265.1886	-206.2719	-58.91673	0.07553784	0.0155577	0.0599801
252400	-275.897	-207.3415	-68.55547	0.09651579	0.0482579	0.0482579
252500	-282.255	-211.3889	-70.86607	0.234488	0.117244	0.117244
252600	-279.8276	-210.7369	-69.09073	0.1010158	0.0136888	0.087327
252700	-276.8257	-205.9187	-70.90705	0.04640243	0.0294651	0.0169373
252800	-280.4404	-215.3781	-65.06222	0.1395621	0.0769117	0.0626504
252900	-278.0651	-207.839	-70.22612	0.1448508	0.0258918	0.118959
253000	-277.0327	-206.0664	-70.96627	0.06021703	0.0301085	0.0301085
253100	-284.164	-214.5096	-69.65438	0.05464011	0.0273201	0.0273201
253200	-271.1511	-207.0036	-64.14751	0.08403832	0.0420192	0.0420192
253300	-286.1367	-209.5219	-76.61476	0.2022598	0.142616	0.0596443
253400	-271.2273	-206.7361	-64.49122	0.09112163	0.0455608	0.0455608
253500	-279.019	-206.0855	-72.93348	0.07768985	0.0388449	0.0388449
253600	-290.1858	-215.9288	-74.25708	0.1100048	0.0697165	0.0402883
253700	-272.4092	-206.9217	-65.48744	0.09398808	0.0319564	0.0620317
253800	-270.4317	-205.5963	-64.8354	0.04281083	0.00396309	0.0388477
253900	-281.9312	-207.3847	-74.54653	0.04440964	0.0114823	0.0329274
254000	-295.5613	-224.3308	-71.23047	0.1409273	0.0832488	0.0576785
254100	-273.3745	-205.3955	-67.97897	0.03300291	0.0194897	0.0135132
254200	-281.9272	-208.3745	-73.5527	0.1636251	0.0220312	0.141594
254300	-273.499	-206.9299	-66.56903	0.07534098	0.00792178	0.0674192
254400	-279.6933	-208.241	-71.45226	0.09975302	0.0498765	0.0498765
254500	-289.3365	-214.0995	-75.237	0.2645941	0.132297	0.132297
254600	-275.3038	-207.2754	-68.0285	0.111757	0.055911	0.055846
254700	-277.3393	-207.942	-69.39726	0.1145556	0.0397321	0.0748235
254800	-282.001	-210.1281	-71.87296	0.1807496	0.0903748	0.0903748
254900	-276.5266	-207.8238	-68.70274	0.1160197	0.0580099	0.0580099
255000	-279.268	-205.9646	-73.30335	0.05780481	0.0143218	0.0434831
255100	-281.2218	-212.2728	-68.94903	0.163029	0.0815145	0.0815145
255200	-275.1546	-209.3797	-65.77492	0.179027	0.0306525	0.148375
255300	-275.8132	-208.1971	-67.61601	0.152579	0.0537593	0.0988197
255400	-279.2329	-208.3384	-70.89455	0.1775445	0.0755519	0.101993
255500	-271.5401	-205.9125	-65.62759	0.04492251	0.0224613	0.0224613
255600	-280.5464	-213.8667	-66.67978	0.2390958	0.063726	0.17537
255700	-275.3065	-206.0644	-69.2421	0.05854908	0.00251347	0.0560356
255800	-294.7424	-211.4024	-83.3399	0.0898647	0.0449324	0.0449324
255900	-282.3744	-206.1413	-76.23311	0.04306536	0.018855	0.0242104
256000	-275.198	-207.0953	-68.10268	0.1092098	0.0546049	0.0546049
256100	-272.7379	-206.9725	-65.76535	0.1082669	0.0235007	0.0847662
256200	-277.719	-206.6141	-71.10485	0.08833613	0.0441681	0.0441681
256300	-275.5373	-206.4513	-69.086	0.08628973	0.0200707	0.066219
256400	-277.7751	-206.9572	-70.8179	0.06056426	0.0440867	0.0164776
256500	-278.2759	-209.0535	-69.22233	0.1393086	0.11357	0.025739
256600	-290.7728	-212.9436	-77.82914	0.1110861	0.055543	0.055543
256700	-273.9384	-206.5165	-67.42192	0.02973295	0.0140393	0.0156936
256800	-289.2955	-217.7888	-71.50672	0.2366963	0.118348	0.118348
256900	-277.5573	-207.8912	-69.66609	0.1327229	0.0802915	0.0524313
257000	-273.9675	-210.3592	-63.60831	0.2949374	0.0654297	0.229508
257100	-275.9038	-207.9313	-67.97254	0.09450942	0.0252952	0.0692142
257200	-272.8219	-205.6789	-67.14294	0.03765204	0.0244223	0.0132297
257300	-286.6703	-208.3255	-78.3448	0.1307205	0.123327	0.00739393
257400	-273.197	-206.708	-66.48901	0.05518431	0.0070181	0.0481662
257500	-297.342	-209.6933	-87.64865	0.1323582	0.0776919	0.0546662
257600	-287.5762	-206.1529	-81.42329	0.06733448	0.0336672	0.0336672
257700	-273.6697	-208.8624	-64.80734	0.1040386	0.0520193	0.0520193
257800	-271.0048	-208.5229	-62.48186	0.1763243	0.024588	0.151736
257900	-273.9352	-207.8507	-66.08456	0.1482315	0.0186565	0.129575
258000	-280.5764	-210.4503	-70.12618	0.03786072	0.0189304	0.0189304
258100	-272.4546	-209.1396	-63.31502	0.1793736	0.0896868	0.0896868
258200	-284.4193	-209.1138	-75.30546	0.184444	0.092222	0.092222
258300	-277.8176	-208.0345	-69.78309	0.1312615	0.0656308	0.0656308
258400	-270.5241	-208.4589	-62.06517	0.1021655	0.0510827	0.0510827
258500	-292.9928	-222.9297	-70.06312	0.175287	0.0876435	0.0876435
258600	-286.0789	-209.7339	-76.34505	0.2251856	0.075907	0.149279
258700	-280.4164	-208.5828	-71.83358	0.132405	0.0662025	0.0662025
258800	-292.2459	-218.5957	-73.65016	0.2928604	0.14643	0.14643
258900	-285.673	-211.0569	-74.61606	0.2931213	0.146561	0.146561
259000	-294.8627	-215.2266	-79.63613	0.08555677	0.0692377	0.016319
259100	-276.1544	-208.6817	-67.47272	0.1721367	0.108984	0.0631529
259200	-280.1441	-208.0931	-72.05098	0.1336354	0.0578603	0.0757752
259300	-282.5762	-210.6441	-71.93212	0.2387531	0.146454	0.0922992
259400	-279.0252	-206.5739	-72.45132	0.0849537	0.00984092	0.0751128
259500	-290.0253	-208.9071	-81.11822	0.1337001	0.0471232	0.0865769
259600	-280.2293	-206.9498	-73.27946	0.02443076	0.0122154	0.0122154
259700	-274.7101	-207.0637	-67.64646	0.1147124	0.0965485	0.0181639
259800	-294.0985	-213.5526	-80.54593	0.3963266	0.173362	0.222964
259900	-277.3831	-206.6495	-70.73353	0.07164303	0.0358215	0.0358215
260000	-291.1102	-206.0013	-85.10891	0.07431234	0.0401585	0.0341538
260100	-278.2417	-210.1872	-68.05455	0.04690391	0.023452	0.023452
260200	-275.7029	-207.1367	-68.56615	0.1138016	0.104988	0.00881379
260300	-275.7971	-206.6889	-69.10817	0.08797155	0.0439858	0.0439858
260400	-285.6242	-213.7958	-71.82839	0.06861603	0.034308	0.034308
260500	-296.9317	-214.5962	-82.33554	0.1069377	0.0534688	0.0534688
260600	-278.5348	-208.5298	-70.00496	0.1794844	0.0897422	0.0897422
260700	-290.2019	-205.7431	-84.45883	0.05642915	0.0282146	0.0282146
260800	-279.0282	-206.7738	-72.25437	0.1046166	0.0523083	0.0523083
260900	-287.0868	-206.1707	-80.9161	0.06677106	0.0333855	0.0333855
261000	-288.1646	-219.3481	-68.81654	0.1767835	0.145687	0.0310965
261100	-284.6488	-208.8818	-75.76701	0.1419249	0.0231592	0.118766
261200	-277.647	-205.8899	-71.75703	0.06166828	0.0397838	0.0218845
261300	-276.5153	-207.4144	-69.10085	0.08810869	0.0667422	0.0213665
261400	-272.279	-205.9849	-66.29416	0.07299269	0.0248006	0.0481921
261500	-287.5756	-207.7813	-79.79437	0.1499632	0.0749816	0.0749816
261600	-287.1746	-206.0583	-81.11635	0.05937784	0.0388489	0.0205289
261700	-290.5418	-210.2813	-80.26048	0.1777001	0.08885	0.08885
261800	-274.9665	-208.1561	-66.81044	0.1676346	0.0544304	0.113204
261900	-274.2689	-206.5242	-67.74466	0.09758357	0.0198796	0.077704
262000	-280.7092	-206.8625	-73.84673	0.1115256	0.0557628	0.0557628
262100	-274.3422	-205.5694	-68.77279	0.05354221	0.0267711	0.0267711
262200	-276.8266	-206.6952	-70.13145	0.05485894	0.0272119	0.0276471
262300	-281.5772	-207.3302	-74.24701	0.02511317	0.0125566	0.0125566
262400	-271.7605	-208.6147	-63.14583	0.1363246	0.0374652	0.0988594
262500	-291.1948	-221.2065	-69.98832	0.09006901	0.0326874	0.0573816
262600	-285.4771	-207.4574	-78.01971	0.06032001	0.0165216	0.0437984
262700	-283.2295	-207.5331	-75.69645	0.08166927	0.0714679	0.0102014
262800	-274.8619	-209.2224	-65.63955	0.1762277	0.135979	0.0402486
262900	-287.7415	-210.3779	-77.3636	0.2024155	0.17981	0.0226054
263000	-289.3162	-211.7094	-77.60672	0.3017753	0.282675	0.0191008
263100	-276.026	-206.8539	-69.17215	0.06397743	0.0186626	0.0453149
263200	-277.3395	-206.6845	-70.655	0.1068625	0.0578226	0.0490399
263300	-285.5548	-206.8295	-78.7253	0.1008558	0.0341991	0.0666567
263400	-281.4556	-208.5434	-72.91223	0.09090022	0.0536896	0.0372107
263500	-272.3614	-208.0386	-64.32278	0.1114064	0.0557032	0.0557032
263600	-280.1496	-208.3923	-71.75732	0.1711015	0.0481676	0.122934
263700	-276.3214	-209.3412	-66.98013	0.2369223	0.118461	0.118461
263800	-277.2592	-205.9979	-71.26131	0.07246087	0.00438889	0.068072
263900	-268.308	-207.1806	-61.12731	0.1225948	0.0612974	0.0612974
264000	-285.5741	-208.6116	-76.96245	0.1651176	0.111219	0.0538989
264100	-281.4324	-207.945	-73.48735	0.09021535	0.0154827	0.0747326
264200	-280.3236	-207.9189	-72.40467	0.1154766	0.1145	0.000976554
264300	-278.7247	-207.2152	-71.50949	0.1017171	0.0474837	0.0542334
264400	-279.1224	-207.3325	-71.78992	0.02696735	0.0134837	0.0134837
264500	-276.3501	-206.5027	-69.84737	0.09273335	0.0784193	0.0143141
264600	-273.7758	-205.5958	-68.17999	0.05885562	0.00119881	0.0576568
264700	-273.8665	-205.806	-68.06048	0.06456695	0.00345578	0.0611112
264800	-285.8493	-208.5526	-77.29668	0.1490752	0.145136	0.00393943
264900	-287.8848	-217.9222	-69.96263	0.06411261	0.0540808	0.0100318
265000	-287.7894	-216.1334	-71.65595	0.1789165	0.0982911	0.0806254
265100	-278.2531	-206.6996	-71.5535	0.08756445	0.0313932	0.0561713
265200	-279.2819	-206.967	-72.31495	0.06166284	0.0442572	0.0174057
265300	-276.7961	-207.8409	-68.95525	0.1141288	0.0555493	0.0585794
265400	-277.8655	-209.0889	-68.77667	0.2517636	0.0287712	0.222992
265500	-282.9244	-205.6264	-77.29795	0.04029016	0.0369038	0.00338637
265600	-284.6136	-217.7234	-66.89016	0.06330449	0.0316522	0.0316522
265700	-275.9947	-207.5203	-68.4744	0.09598231	0.0479912	0.0479912
265800	-285.157	-205.8166	-79.34041	0.04819985	0.0240999	0.0240999
265900	-288.1478	-208.295	-79.85281	0.162958	0.114655	0.0483029
266000	-276.9806	-206.9871	-69.99346	0.04835534	0.010688	0.0376673
266100	-281.2413	-206.2537	-74.98757	0.04011535	0.025574	0.0145414
266200	-278.8967	-207.2156	-71.68108	0.1150941	0.0252394	0.0898546
266300	-282.9429	-210.1625	-72.78042	0.1967565	0.0796778	0.117079
266400	-280.7474	-208.728	-72.01945	0.1897593	0.029657	0.160102
266500	-272.1469	-208.2405	-63.90634	0.208042	0.0241758	0.183866
266600	-279.7211	-211.4961	-68.22506	0.2243542	0.114461	0.109893
266700	-279.2595	-212.2718	-66.98763	0.154463	0.0772315	0.0772315
266800	-272.828	-207.8974	-64.93061	0.128818	0.00282392	0.125994
266900	-284.4147	-207.7935	-76.62122	0.1358119	0.124442	0.0113702
267000	-290.5803	-212.8039	-77.77639	0.3541581	0.339288	0.0148701
267100	-283.5013	-209.9646	-73.53664	0.2727765	0.101513	0.171263
267200	-280.2444	-207.9296	-72.31474	0.09984866	0.0499243	0.0499243
267300	-279.7558	-209.2227	-70.53311	0.1634824	0.099811	0.0636714
267400	-284.6029	-210.4511	-74.15183	0.07499477	0.0647586	0.0102361
267500	-276.2878	-207.9312	-68.35658	0.1634938	0.0817469	0.0817469
267600	-275.0562	-205.8352	-69.22092	0.03865751	0.0246274	0.0140301
267700	-281.3306	-207.5343	-73.79628	0.1238482	0.0729777	0.0508705
267800	-266.014	-206.3095	-59.70446	0.05413365	0.0119076	0.0422261
267900	-276.2575	-208.3823	-67.87517	0.0979349	0.0136398	0.0842951
268000	-282.2997	-209.8006	-72.49908	0.1685626	0.0520644	0.116498
268100	-279.4449	-206.1537	-73.29124	0.0504861	0.0252431	0.0252431
268200	-283.2121	-211.0695	-72.1426	0.1027372	0.0420159	0.0607213
268300	-281.1211	-208.0425	-73.07865	0.1467517	0.0552011	0.0915506
268400	-277.3448	-208.0105	-69.33428	0.1619852	0.0579266	0.104059
268500	-279.9622	-207.0645	-72.8977	0.08856787	0.0127115	0.0758564
268600	-275.7901	-207.6599	-68.13028	0.1160629	0.0328118	0.0832512
268700	-286.8097	-212.1529	-74.65674	0.03348464	0.00829029	0.0251944
268800	-275.4345	-208.0209	-67.41358	0.117519	0.0944021	0.0231169
268900	-285.6098	-205.4492	-80.16063	0.04794605	0.016459	0.0314871
269000	-279.2609	-207.4344	-71.82656	0.1184148	0.0592074	0.0592074
269100	-280.7426	-206.171	-74.57165	0.0501574	0.00964695	0.0405104
269200	-272.5395	-207.0487	-65.49084	0.07090504	0.0115349	0.0593701
269300	-287.2661	-213.587	-73.67909	0.04931241	0.0246562	0.0246562
269400	-282.0375	-208.085	-73.95257	0.1422193	0.0711097	0.0711097
269500	-279.2131	-210.7622	-68.45097	0.2643563	0.0145419	0.249814
269600	-277.2115	-208.8898	-68.32162	0.1495954	0.0708616	0.0787338
