Iteration	Posterior	Likelihood	Prior	SpeciationComplRate	stateSpecificRates[1]	stateSpecificRates[2]
8800	-277.8126	-206.8921	-70.92051	0.07269053	0.0577638	0.0149267
8900	-276.2913	-207.7156	-68.57574	0.0733068	0.0583567	0.0149501
9000	-278.164	-207.3044	-70.85956	0.08165382	0.0408269	0.0408269
9100	-299.162	-222.714	-76.44796	0.08110861	0.00790899	0.0731996
9200	-276.446	-206.4072	-70.03885	0.07383801	0.0256043	0.0482337
9300	-275.4969	-206.4526	-69.04428	0.06372679	0.0342774	0.0294494
9400	-279.5811	-207.2714	-72.3097	0.1353829	0.0676915	0.0676915
9500	-277.2897	-206.6544	-70.63532	0.09171776	0.0211994	0.0705184
9600	-282.4523	-208.6852	-73.76706	0.07825685	0.0391284	0.0391284
9700	-282.9088	-214.0402	-68.86868	0.06533138	0.0326657	0.0326657
9800	-280.5677	-207.7813	-72.78646	0.1325983	0.0391895	0.0934089
9900	-278.2875	-208.1207	-70.16688	0.1739079	0.0869539	0.0869539
10000	-283.2999	-208.0902	-75.20969	0.07560651	0.0322035	0.043403
10100	-269.8212	-207.8555	-61.96573	0.1200888	0.0112621	0.108827
10200	-271.8615	-205.7289	-66.13256	0.05386905	0.0267313	0.0271378
10300	-278.2742	-206.346	-71.92823	0.07036876	0.0415496	0.0288192
10400	-273.707	-205.6187	-68.08836	0.0468973	0.0234486	0.0234486
10500	-275.5383	-206.4572	-69.08103	0.06973366	0.0362621	0.0334715
10600	-282.0017	-210.2814	-71.72037	0.2202465	0.110123	0.110123
10700	-271.1089	-207.7439	-63.36501	0.1247078	0.0623539	0.0623539
10800	-295.1241	-215.6478	-79.47631	0.1452963	0.0726481	0.0726481
10900	-274.2284	-205.3614	-68.86705	0.04360257	0.00161831	0.0419843
11000	-283.031	-211.4114	-71.61958	0.1285737	0.0336925	0.0948812
11100	-279.8984	-205.8617	-74.03664	0.020399	0.0127916	0.00760745
11200	-266.9675	-206.0736	-60.89385	0.07916638	0.00153681	0.0776296
11300	-285.4386	-212.2332	-73.20543	0.04208112	0.00833641	0.0337447
11400	-282.9983	-213.9499	-69.04833	0.06608664	0.0330433	0.0330433
11500	-282.4065	-209.8422	-72.56435	0.1944891	0.0992865	0.0952025
11600	-274.6998	-206.1536	-68.54628	0.06964399	0.034822	0.034822
11700	-281.2213	-206.3469	-74.8744	0.08616773	0.0430839	0.0430839
11800	-283.9357	-209.3432	-74.59254	0.2257517	0.0700844	0.155667
11900	-284.0559	-209.8529	-74.20301	0.09564985	0.0182759	0.077374
12000	-284.2686	-214.4221	-69.84649	0.05949187	0.0459447	0.0135472
12100	-283.9	-206.3834	-77.51658	0.06123428	0.0225591	0.0386752
12200	-295.7307	-224.9451	-70.78554	0.1728221	0.086411	0.086411
12300	-275.5175	-206.8452	-68.67226	0.08867657	0.028623	0.0600536
12400	-275.7839	-206.132	-69.65192	0.08939755	0.0386671	0.0507305
12500	-289.6559	-210.5853	-79.07064	0.1863158	0.112571	0.0737452
12600	-276.7359	-207.6747	-69.06114	0.1541202	0.0770601	0.0770601
12700	-281.0785	-206.954	-74.12452	0.1244756	0.0622378	0.0622378
12800	-274.2666	-207.8458	-66.42075	0.1150772	0.00606471	0.109013
12900	-282.3801	-207.8393	-74.54074	0.09428354	0.0471418	0.0471418
13000	-279.3433	-206.3808	-72.96252	0.06134266	0.0483665	0.0129762
13100	-289.7919	-217.0579	-72.73403	0.1113196	0.0690824	0.0422372
13200	-281.5952	-209.4601	-72.13507	0.2523148	0.102426	0.149889
13300	-289.8035	-206.9909	-82.81257	0.1209298	0.0604649	0.0604649
13400	-298.4706	-211.448	-87.02264	0.07423187	0.0681395	0.00609235
13500	-280.4987	-207.1971	-73.30165	0.1267514	0.0633757	0.0633757
13600	-286.3808	-208.4928	-77.888	0.1376486	0.0957692	0.0418794
13700	-270.3622	-206.0105	-64.35163	0.04851962	0.0120515	0.0364681
13800	-283.0833	-209.9164	-73.1669	0.1384772	0.00597153	0.132506
13900	-287.0138	-208.0284	-78.98539	0.1591053	0.0795526	0.0795526
14000	-284.7278	-210.0549	-74.67286	0.2437877	0.0857072	0.15808
14100	-269.1759	-206.2945	-62.88135	0.08964962	0.0448248	0.0448248
14200	-285.7965	-209.2705	-76.52607	0.15988	0.07994	0.07994
14300	-278.9879	-210.0432	-68.94472	0.09951019	0.0497551	0.0497551
14400	-282.2186	-208.6403	-73.5783	0.1393794	0.108985	0.0303941
14500	-284.7416	-209.6298	-75.11179	0.2120538	0.19315	0.018904
14600	-275.5992	-208.9624	-66.63678	0.2286422	0.0275868	0.201055
14700	-279.962	-208.8026	-71.15941	0.1313625	0.0656813	0.0656813
14800	-281.9598	-210.9897	-70.97016	0.2322769	0.0791113	0.153166
14900	-287.5952	-215.7879	-71.80735	0.1453707	0.0726854	0.0726854
15000	-286.9589	-208.7752	-78.18369	0.09025192	0.0614224	0.0288296
15100	-292.3733	-211.9317	-80.44163	0.2693136	0.0512704	0.218043
15200	-288.2567	-208.3996	-79.85711	0.1254307	0.10864	0.0167907
15300	-282.7259	-207.7424	-74.98354	0.1328276	0.106193	0.0266349
15400	-287.9655	-209.7651	-78.2004	0.1168256	0.0858155	0.0310101
15500	-287.531	-207.5656	-79.96543	0.09124307	0.0877061	0.00353694
15600	-282.2853	-207.1982	-75.08717	0.1256885	0.0364904	0.0891981
15700	-271.6168	-206.1073	-65.5095	0.0547287	0.0273643	0.0273643
15800	-275.7591	-206.2388	-69.52024	0.08603001	0.043015	0.043015
15900	-291.528	-208.0369	-83.4911	0.1101564	0.0976449	0.0125115
16000	-289.2239	-215.4639	-73.76	0.1505288	0.0292843	0.121244
16100	-285.7689	-208.1421	-77.62677	0.1363928	0.0681964	0.0681964
16200	-274.5709	-206.9768	-67.59415	0.03805513	0.0190276	0.0190276
16300	-288.1221	-214.0128	-74.10924	0.06589478	0.0329474	0.0329474
16400	-286.715	-212.7361	-73.97888	0.3698433	0.212371	0.157472
16500	-270.4744	-207.4131	-63.0613	0.1295948	0.00912227	0.120473
16600	-278.3365	-206.0658	-72.27065	0.05233356	0.0261668	0.0261668
16700	-286.122	-206.9314	-79.19059	0.1178807	0.0589404	0.0589404
16800	-278.5977	-207.3532	-71.24445	0.07000929	0.0350046	0.0350046
16900	-274.1184	-208.3666	-65.75183	0.153035	0.0580739	0.0949611
17000	-271.559	-207.0257	-64.5333	0.07981133	0.0399057	0.0399057
17100	-277.7433	-207.6156	-70.12769	0.1365116	0.0821027	0.0544089
17200	-273.9982	-207.3036	-66.69451	0.07970957	0.0398548	0.0398548
17300	-281.0836	-208.5322	-72.55138	0.0958871	0.0479435	0.0479435
17400	-276.6891	-213.805	-62.88409	0.05980244	0.0531657	0.00663678
17500	-280.8352	-207.8385	-72.99677	0.12272	0.0515291	0.0711909
17600	-285.9428	-212.9701	-72.97269	0.3102618	0.155131	0.155131
17700	-272.049	-206.6335	-65.41546	0.07391428	0.0434884	0.0304259
17800	-288.7672	-212.2619	-76.50535	0.3558848	0.246881	0.109004
17900	-279.8099	-209.2335	-70.57645	0.213512	0.0112694	0.202243
18000	-286.8721	-215.8289	-71.04323	0.1515758	0.0757879	0.0757879
18100	-281.8733	-206.5689	-75.30442	0.08970961	0.0409994	0.0487102
18200	-284.1397	-210.2726	-73.86715	0.2150543	0.107527	0.107527
18300	-272.6881	-208.4274	-64.26077	0.1643075	0.0821538	0.0821538
18400	-283.813	-206.1204	-77.69257	0.07896988	0.0253271	0.0536428
18500	-291.0326	-214.8763	-76.15636	0.1214236	0.0229373	0.0984863
18600	-274.3079	-208.0294	-66.2785	0.1851659	0.00761123	0.177555
18700	-275.2605	-206.9844	-68.2761	0.1281943	0.0640971	0.0640971
18800	-287.1783	-210.3008	-76.87752	0.2498984	0.124949	0.124949
18900	-277.6559	-207.5423	-70.11358	0.108578	0.0596556	0.0489224
19000	-282.4904	-208.3637	-74.12668	0.1551496	0.0775748	0.0775748
19100	-297.0169	-209.3361	-87.68089	0.1517352	0.150362	0.00137364
19200	-298.2734	-212.1835	-86.08987	0.2716713	0.262442	0.00922958
19300	-286.6705	-213.2848	-73.38568	0.2754655	0.247564	0.0279018
19400	-274.7154	-206.5799	-68.13549	0.08885998	0.0887265	0.000133523
19500	-278.0525	-206.0911	-71.96149	0.06512897	0.0325645	0.0325645
19600	-276.4344	-208.7218	-67.71262	0.1842649	0.04183	0.142435
19700	-279.91	-209.3875	-70.5225	0.2062037	0.103102	0.103102
19800	-268.7759	-206.7192	-62.05673	0.1127835	0.0131396	0.0996439
19900	-287.6386	-210.8979	-76.7407	0.1276422	0.104968	0.0226739
20000	-294.6569	-208.0704	-86.58652	0.1409057	0.0982087	0.042697
20100	-285.1153	-215.7859	-69.3294	0.08813877	0.0153101	0.0728286
20200	-285.6924	-206.4707	-79.22173	0.09838916	0.0491946	0.0491946
20300	-278.8503	-207.7176	-71.13263	0.137723	0.00418796	0.133535
20400	-280.3432	-207.7966	-72.54657	0.1296639	0.064832	0.064832
20500	-274.3004	-206.1388	-68.16154	0.06711359	0.0179192	0.0491944
20600	-284.0935	-220.6966	-63.39694	0.09163576	0.0458179	0.0458179
20700	-287.7845	-209.9384	-77.8461	0.2476912	0.123846	0.123846
20800	-278.317	-207.8332	-70.48383	0.0982089	0.0217544	0.0764545
20900	-280.6426	-206.5904	-74.05221	0.09224423	0.0658338	0.0264104
21000	-283.6863	-211.9663	-71.71998	0.27571	0.114341	0.161369
21100	-285.4683	-207.257	-78.21131	0.1359178	0.0646442	0.0712736
21200	-275.8804	-205.613	-70.2674	0.03166932	0.0158347	0.0158347
21300	-279.8502	-208.4024	-71.44778	0.1959272	0.0271736	0.168754
21400	-281.0565	-207.8802	-73.17631	0.09094046	0.0723556	0.0185848
21500	-283.2949	-209.3253	-73.96952	0.1930756	0.0965378	0.0965378
21600	-280.008	-209.0659	-70.94215	0.1827007	0.0596414	0.123059
21700	-282.9504	-209.5942	-73.35613	0.1617177	0.142671	0.019047
21800	-280.1691	-207.7284	-72.44077	0.102035	0.0346253	0.0674097
21900	-284.5824	-208.0506	-76.53176	0.09409705	0.0470485	0.0470485
22000	-282.1259	-205.4606	-76.66533	0.04808365	0.0240418	0.0240418
22100	-284.8325	-210.9793	-73.85322	0.2908708	0.145435	0.145435
22200	-273.4139	-207.1383	-66.2756	0.04925608	0.0283116	0.0209445
22300	-279.7197	-207.8231	-71.89662	0.1122714	0.0561357	0.0561357
22400	-269.8786	-206.3486	-63.52998	0.06839667	0.0435703	0.0248264
22500	-276.6837	-207.5395	-69.14421	0.1308626	0.016004	0.114859
22600	-275.7533	-208.5661	-67.1872	0.1626219	0.0541627	0.108459
22700	-284.3138	-207.6936	-76.62028	0.1044001	0.0522001	0.0522001
22800	-279.6811	-206.54	-73.14116	0.07664166	0.0383208	0.0383208
22900	-278.6558	-206.6022	-72.05357	0.07511444	0.0375572	0.0375572
23000	-283.4043	-206.8404	-76.56392	0.09440593	0.047203	0.047203
23100	-271.5808	-208.2807	-63.30014	0.1426136	0.0713068	0.0713068
23200	-281.7724	-208.4112	-73.36116	0.1869714	0.0934857	0.0934857
23300	-287.2744	-207.9779	-79.29653	0.1622934	0.0767886	0.0855049
23400	-268.7378	-206.1488	-62.58895	0.07146397	0.0237977	0.0476663
23500	-273.6513	-207.8087	-65.84258	0.1536091	0.0768046	0.0768046
23600	-278.1958	-207.8546	-70.34126	0.1391115	0.102088	0.0370234
23700	-278.1114	-208.0409	-70.07045	0.1313163	0.0114421	0.119874
23800	-276.0817	-208.9275	-67.15423	0.180447	0.117751	0.0626965
23900	-278.6989	-212.0131	-66.6858	0.1784423	0.0271094	0.151333
24000	-272.362	-206.2856	-66.07642	0.08103977	0.0405199	0.0405199
24100	-271.1695	-205.9475	-65.22201	0.04468193	0.00619451	0.0384874
24200	-277.0352	-207.4971	-69.5381	0.09127088	0.0456354	0.0456354
24300	-277.3537	-206.9942	-70.35954	0.118433	0.0592165	0.0592165
24400	-276.2106	-205.6956	-70.51495	0.04961033	0.0233172	0.0262932
24500	-289.175	-206.5913	-82.58373	0.09221129	0.0461056	0.0461056
24600	-288.841	-214.8576	-73.98344	0.2650424	0.0890545	0.175988
24700	-284.9443	-209.6988	-75.24549	0.1814704	0.177585	0.00388522
24800	-273.424	-209.2831	-64.14085	0.1432085	0.0969035	0.046305
24900	-275.4936	-207.7037	-67.78997	0.1657632	0.0163904	0.149373
25000	-281.6646	-209.6719	-71.99264	0.2535497	0.126775	0.126775
25100	-283.136	-205.7652	-77.37078	0.02672594	0.0124101	0.0143158
25200	-272.2412	-206.8016	-65.43956	0.09679431	0.0228626	0.0739317
25300	-268.6293	-207.1169	-61.51234	0.1380304	0.0544031	0.0836272
25400	-277.7251	-208.6803	-69.04484	0.228817	0.00790299	0.220914
25500	-286.0291	-206.5276	-79.5016	0.08150565	0.00604999	0.0754557
25600	-282.9376	-205.9294	-77.00819	0.01908017	0.00954009	0.00954009
25700	-276.8358	-206.3661	-70.46963	0.09091414	0.0452991	0.045615
25800	-280.1502	-208.192	-71.95816	0.04157722	0.0344442	0.00713307
25900	-280.3635	-206.7012	-73.66235	0.07511037	0.0375552	0.0375552
26000	-286.3936	-206.7148	-79.67875	0.04912154	0.00436767	0.0447539
26100	-283.8258	-206.8996	-76.92619	0.03059651	0.0304163	0.000180259
26200	-285.4957	-207.9659	-77.52979	0.1648707	0.0824354	0.0824354
26300	-281.5045	-206.9776	-74.52689	0.06765947	0.0468023	0.0208572
26400	-285.0539	-208.5288	-76.52502	0.1689425	0.141715	0.0272277
26500	-282.8056	-211.0555	-71.75012	0.2895192	0.14476	0.14476
26600	-278.6695	-205.7973	-72.87217	0.0617932	0.0308966	0.0308966
26700	-282.6956	-206.5559	-76.13965	0.07479516	0.0373976	0.0373976
26800	-276.7752	-206.2075	-70.56769	0.07018211	0.0350911	0.0350911
26900	-284.3416	-205.0795	-79.26209	0.02061315	0.0103066	0.0103066
27000	-287.9172	-215.6127	-72.30457	0.1459039	0.072952	0.072952
27100	-286.972	-209.6549	-77.31707	0.1029917	0.0800977	0.022894
27200	-278.9965	-210.6711	-68.32545	0.06520581	0.0460569	0.019149
27300	-280.4197	-207.3842	-73.03554	0.09132508	0.0456625	0.0456625
27400	-284.4673	-206.6908	-77.77649	0.09768933	0.0388914	0.0587979
27500	-273.5591	-212.4163	-61.14286	0.160621	0.0718804	0.0887406
27600	-279.9547	-207.9462	-72.00846	0.1664167	0.0544734	0.111943
27700	-270.7692	-207.9824	-62.78676	0.1261429	0.0182741	0.107869
27800	-277.9364	-209.1435	-68.79288	0.1219875	0.0836479	0.0383396
27900	-282.9687	-207.2979	-75.67079	0.1088792	0.0544396	0.0544396
28000	-284.4817	-207.3274	-77.15422	0.1180248	0.0562518	0.061773
28100	-277.0864	-208.5811	-68.50523	0.1723909	0.049725	0.122666
28200	-282.7823	-206.2592	-76.52312	0.07013418	0.0524505	0.0176837
28300	-274.6798	-206.3137	-68.3661	0.07501563	0.00286019	0.0721554
28400	-289.7257	-209.0002	-80.72548	0.1871472	0.0805576	0.10659
28500	-290.0594	-218.8548	-71.20466	0.1430794	0.0282557	0.114824
28600	-273.5513	-206.4647	-67.08663	0.052731	0.0290921	0.0236389
28700	-282.7648	-210.3774	-72.38736	0.2514482	0.125724	0.125724
28800	-278.3277	-205.3806	-72.94708	0.03936212	0.00786264	0.0314995
28900	-274.6927	-208.198	-66.49463	0.1191828	0.0824698	0.036713
29000	-278.2112	-207.7065	-70.50473	0.0929712	0.034934	0.0580372
29100	-276.7206	-208.1531	-68.5675	0.1004172	0.0502086	0.0502086
29200	-275.3472	-207.8229	-67.52439	0.1277595	0.0596467	0.0681128
29300	-278.9419	-209.0032	-69.93866	0.1926886	0.00604359	0.186645
29400	-280.6819	-212.4349	-68.24705	0.1556315	0.0778158	0.0778158
29500	-287.9382	-206.3454	-81.59281	0.05907912	0.0351592	0.0239199
29600	-285.5229	-215.0291	-70.4938	0.08503642	0.0425182	0.0425182
29700	-281.5946	-210.3899	-71.2047	0.1763746	0.114959	0.061416
29800	-273.2469	-206.8658	-66.38113	0.1190603	0.028863	0.0901973
29900	-278.6122	-210.7359	-67.87628	0.05268381	0.0424588	0.010225
30000	-273.0206	-206.7042	-66.31637	0.09572685	0.0478634	0.0478634
30100	-282.7893	-208.5356	-74.25364	0.1470951	0.111185	0.0359101
30200	-284.7568	-205.3301	-79.42677	0.0273087	0.00228973	0.025019
30300	-280.0747	-207.3475	-72.72717	0.1411601	0.0705801	0.0705801
30400	-270.3941	-205.7274	-64.66667	0.05606947	0.0280347	0.0280347
30500	-277.3902	-211.5015	-65.8887	0.2865815	0.143291	0.143291
30600	-292.8261	-214.9192	-77.9069	0.1876632	0.0282251	0.159438
30700	-271.6134	-205.8669	-65.74655	0.05531374	0.0365161	0.0187976
30800	-280.8261	-209.5022	-71.3239	0.1356683	0.125464	0.0102044
30900	-282.0401	-213.2194	-68.82068	0.03746088	0.0187304	0.0187304
31000	-271.3297	-207.25	-64.07963	0.0981021	0.0490511	0.0490511
31100	-273.0353	-205.7563	-67.27904	0.04519969	0.0205202	0.0246795
31200	-274.09	-205.6824	-68.40754	0.05538266	0.0319135	0.0234692
31300	-277.874	-206.4406	-71.43344	0.06818661	0.0498775	0.0183091
31400	-282.7045	-209.0405	-73.66395	0.2129103	0.106455	0.106455
31500	-274.0938	-206.2975	-67.79635	0.07118112	0.0599733	0.0112078
31600	-285.2658	-210.1979	-75.0679	0.255303	0.127651	0.127651
31700	-283.0353	-208.1526	-74.88262	0.1469822	0.0734911	0.0734911
31800	-282.7363	-206.7862	-75.95009	0.1094188	0.0547094	0.0547094
31900	-278.7562	-205.6774	-73.07881	0.04852701	0.0399284	0.00859864
32000	-269.699	-207.8	-61.89904	0.1069383	0.0668325	0.0401058
32100	-280.0049	-211.4588	-68.54609	0.1176409	0.0626114	0.0550294
32200	-274.7995	-205.2494	-69.55006	0.02947841	0.00622719	0.0232512
32300	-285.9344	-208.2273	-77.70717	0.1576951	0.0769967	0.0806983
32400	-282.3633	-215.1327	-67.23062	0.0301006	0.00950811	0.0205925
32500	-291.9071	-206.8264	-85.08063	0.08058946	0.0402947	0.0402947
32600	-283.0867	-213.4736	-69.61302	0.1697521	0.084876	0.084876
32700	-274.1726	-207.3068	-66.86588	0.0852818	0.0426409	0.0426409
32800	-287.8795	-207.8511	-80.02845	0.1168287	0.0333445	0.0834842
32900	-275.9835	-205.6309	-70.35261	0.0366725	0.0328435	0.00382899
33000	-287.3293	-210.2697	-77.05964	0.2035623	0.0842598	0.119303
33100	-272.4018	-206.3651	-66.03668	0.05642062	0.0187123	0.0377083
33200	-275.9213	-208.4982	-67.42314	0.04319753	0.0215988	0.0215988
33300	-283.1529	-206.1982	-76.95476	0.04696052	0.0234803	0.0234803
33400	-287.4139	-218.844	-68.56983	0.125136	0.0779049	0.0472311
33500	-284.1363	-212.3961	-71.74024	0.2690911	0.134546	0.134546
33600	-276.4277	-207.7583	-68.66933	0.08718481	0.0435924	0.0435924
33700	-280.509	-213.4136	-67.09538	0.1285351	0.0642675	0.0642675
33800	-279.2326	-208.1897	-71.04291	0.06705022	0.0658494	0.00120083
33900	-276.5049	-206.7361	-69.76879	0.07769834	0.00943012	0.0682682
34000	-274.8777	-206.4663	-68.4114	0.0841066	0.0259955	0.0581111
34100	-280.5959	-208.5075	-72.08846	0.1618637	0.0688426	0.0930211
34200	-272.0334	-205.7507	-66.28265	0.04770249	0.00797082	0.0397317
34300	-280.6465	-215.8854	-64.76111	0.1053124	0.0571233	0.0481892
34400	-277.7039	-207.0654	-70.63843	0.1125537	0.0562768	0.0562768
34500	-282.2944	-206.664	-75.63042	0.059815	0.00854013	0.0512749
34600	-273.679	-206.5999	-67.07903	0.03779224	0.0143441	0.0234482
34700	-281.3281	-206.699	-74.62905	0.03675746	0.0243453	0.0124121
34800	-281.6111	-207.4234	-74.18766	0.1215113	0.0620966	0.0594147
34900	-284.4141	-208.034	-76.38015	0.1321936	0.0660968	0.0660968
35000	-284.994	-208.2635	-76.73058	0.06153165	0.054933	0.00659863
35100	-283.4613	-213.5203	-69.94096	0.3310852	0.0040783	0.327007
35200	-294.9971	-220.4188	-74.57828	0.06965432	0.00385792	0.0657964
35300	-277.227	-206.7177	-70.50937	0.04889697	0.0244485	0.0244485
35400	-265.8169	-206.6964	-59.12046	0.09078818	0.0747548	0.0160334
35500	-286.3049	-208.2166	-78.08826	0.1288812	0.0644406	0.0644406
35600	-282.8086	-208.7143	-74.09423	0.1938095	0.0969047	0.0969047
35700	-281.6695	-207.9663	-73.70316	0.130669	0.0900875	0.0405816
35800	-272.576	-206.7049	-65.87115	0.08931777	0.0134462	0.0758716
35900	-271.3843	-205.4483	-65.93601	0.03748715	0.0187436	0.0187436
36000	-276.082	-206.6696	-69.41239	0.08450858	0.0422543	0.0422543
36100	-271.4405	-205.4244	-66.01618	0.04160788	0.0208039	0.0208039
36200	-272.822	-208.1449	-64.67702	0.1152909	0.00560391	0.109687
